Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
16/07/2022 8:03:50 PM,"937","24.5","43","1006"
16/07/2022 8:04:50 PM,"937","24.5","43","1006"
16/07/2022 8:05:50 PM,"938","24.3","43","1006"
16/07/2022 8:06:50 PM,"938","24.3","43","1006"
16/07/2022 8:07:50 PM,"938","24.3","43","1006"
16/07/2022 8:08:50 PM,"938","24.3","43","1006"
16/07/2022 8:09:50 PM,"938","24.3","43","1006"
16/07/2022 8:10:50 PM,"931","23.7","43","1006"
16/07/2022 8:11:50 PM,"931","23.7","43","1006"
16/07/2022 8:12:50 PM,"931","23.7","43","1006"
16/07/2022 8:13:50 PM,"931","23.7","43","1006"
16/07/2022 8:14:50 PM,"931","23.7","43","1006"
16/07/2022 8:15:50 PM,"968","23.9","43","1006"
16/07/2022 8:16:50 PM,"968","23.9","43","1006"
16/07/2022 8:17:50 PM,"968","23.9","43","1006"
16/07/2022 8:18:50 PM,"968","23.9","43","1006"
16/07/2022 8:19:50 PM,"968","23.9","43","1006"
16/07/2022 8:20:50 PM,"975","24.0","43","1006"
16/07/2022 8:21:50 PM,"975","24.0","43","1006"
16/07/2022 8:22:50 PM,"975","24.0","43","1006"
16/07/2022 8:23:50 PM,"975","24.0","43","1006"
16/07/2022 8:24:50 PM,"975","24.0","43","1006"
16/07/2022 8:25:50 PM,"987","24.2","44","1006"
16/07/2022 8:26:50 PM,"987","24.2","44","1006"
16/07/2022 8:27:50 PM,"987","24.2","44","1006"
16/07/2022 8:28:50 PM,"987","24.2","44","1006"
16/07/2022 8:29:50 PM,"987","24.2","44","1006"
16/07/2022 8:30:50 PM,"970","24.3","44","1006"
16/07/2022 8:31:50 PM,"970","24.3","44","1006"
16/07/2022 8:32:50 PM,"970","24.3","44","1006"
16/07/2022 8:33:50 PM,"970","24.3","44","1006"
16/07/2022 8:34:50 PM,"970","24.3","44","1006"
16/07/2022 8:35:50 PM,"982","24.3","44","1006"
16/07/2022 8:36:50 PM,"982","24.3","44","1006"
16/07/2022 8:37:50 PM,"982","24.3","44","1006"
16/07/2022 8:38:50 PM,"982","24.3","44","1006"
16/07/2022 8:39:50 PM,"982","24.3","44","1006"
16/07/2022 8:40:50 PM,"972","24.0","43","1006"
16/07/2022 8:41:50 PM,"972","24.0","43","1006"
16/07/2022 8:42:50 PM,"972","24.0","43","1006"
16/07/2022 8:43:50 PM,"972","24.0","43","1006"
16/07/2022 8:44:50 PM,"972","24.0","43","1006"
16/07/2022 8:45:50 PM,"995","23.5","44","1006"
16/07/2022 8:46:50 PM,"995","23.5","44","1006"
16/07/2022 8:47:50 PM,"995","23.5","44","1006"
16/07/2022 8:48:50 PM,"995","23.5","44","1006"
16/07/2022 8:49:50 PM,"995","23.5","44","1006"
16/07/2022 8:50:50 PM,"1006","23.7","44","1006"
16/07/2022 8:51:50 PM,"1006","23.7","44","1006"
16/07/2022 8:52:50 PM,"1006","23.7","44","1006"
16/07/2022 8:53:50 PM,"1006","23.7","44","1006"
16/07/2022 8:54:50 PM,"1006","23.7","44","1006"
16/07/2022 8:55:50 PM,"994","23.9","44","1006"
16/07/2022 8:56:50 PM,"994","23.9","44","1006"
16/07/2022 8:57:50 PM,"994","23.9","44","1006"
16/07/2022 8:58:50 PM,"994","23.9","44","1006"
16/07/2022 8:59:50 PM,"994","23.9","44","1006"
16/07/2022 9:00:50 PM,"1005","24.0","44","1006"
16/07/2022 9:01:50 PM,"1005","24.0","44","1006"
16/07/2022 9:02:50 PM,"1005","24.0","44","1006"
16/07/2022 9:03:50 PM,"1005","24.0","44","1006"
16/07/2022 9:04:50 PM,"1005","24.0","44","1006"
16/07/2022 9:05:50 PM,"1029","24.1","44","1006"
16/07/2022 9:06:50 PM,"1029","24.1","44","1006"
16/07/2022 9:07:50 PM,"1029","24.1","44","1006"
16/07/2022 9:08:50 PM,"1029","24.1","44","1006"
16/07/2022 9:09:50 PM,"1029","24.1","44","1006"
16/07/2022 9:10:50 PM,"1019","24.2","44","1006"
16/07/2022 9:11:50 PM,"1019","24.2","44","1006"
16/07/2022 9:12:50 PM,"1019","24.2","44","1006"
16/07/2022 9:13:50 PM,"1019","24.2","44","1006"
16/07/2022 9:14:50 PM,"1019","24.2","44","1006"
16/07/2022 9:15:50 PM,"1018","24.2","44","1006"
16/07/2022 9:16:50 PM,"1018","24.2","44","1006"
16/07/2022 9:17:50 PM,"1018","24.2","44","1006"
16/07/2022 9:18:50 PM,"1018","24.2","44","1006"
16/07/2022 9:19:50 PM,"1018","24.2","44","1006"
16/07/2022 9:20:50 PM,"1050","24.3","44","1006"
16/07/2022 9:21:50 PM,"1050","24.3","44","1006"
16/07/2022 9:22:50 PM,"1050","24.3","44","1006"
16/07/2022 9:23:50 PM,"1050","24.3","44","1006"
16/07/2022 9:24:50 PM,"1050","24.3","44","1006"
16/07/2022 9:25:50 PM,"1026","23.9","43","1006"
16/07/2022 9:26:50 PM,"1026","23.9","43","1006"
16/07/2022 9:27:50 PM,"1026","23.9","43","1006"
16/07/2022 9:28:50 PM,"1026","23.9","43","1006"
16/07/2022 9:29:50 PM,"1026","23.9","43","1006"
16/07/2022 9:30:50 PM,"1008","23.5","44","1006"
16/07/2022 9:31:50 PM,"1008","23.5","44","1006"
16/07/2022 9:32:50 PM,"1008","23.5","44","1006"
16/07/2022 9:33:50 PM,"1008","23.5","44","1006"
16/07/2022 9:34:50 PM,"1008","23.5","44","1006"
16/07/2022 9:35:50 PM,"1040","23.8","45","1006"
16/07/2022 9:36:50 PM,"1040","23.8","45","1006"
16/07/2022 9:37:50 PM,"1040","23.8","45","1006"
16/07/2022 9:38:50 PM,"1040","23.8","45","1006"
16/07/2022 9:39:50 PM,"1040","23.8","45","1006"
16/07/2022 9:40:50 PM,"1063","24.0","45","1006"
16/07/2022 9:41:50 PM,"1063","24.0","45","1006"
16/07/2022 9:42:50 PM,"1063","24.0","45","1006"
16/07/2022 9:43:50 PM,"1063","24.0","45","1006"
16/07/2022 9:44:50 PM,"1063","24.0","45","1006"
16/07/2022 9:45:50 PM,"1118","24.2","46","1006"
16/07/2022 9:46:50 PM,"1118","24.2","46","1006"
16/07/2022 9:47:50 PM,"1118","24.2","46","1006"
16/07/2022 9:48:50 PM,"1118","24.2","46","1006"
16/07/2022 9:49:50 PM,"1118","24.2","46","1006"
16/07/2022 9:50:50 PM,"1129","24.3","46","1006"
16/07/2022 9:51:50 PM,"1129","24.3","46","1006"
16/07/2022 9:52:50 PM,"1129","24.3","46","1006"
16/07/2022 9:53:50 PM,"1129","24.3","46","1006"
16/07/2022 9:54:50 PM,"1129","24.3","46","1006"
16/07/2022 9:55:50 PM,"1101","24.3","46","1006"
16/07/2022 9:56:50 PM,"1101","24.3","46","1006"
16/07/2022 9:57:50 PM,"1101","24.3","46","1006"
16/07/2022 9:58:50 PM,"1101","24.3","46","1006"
16/07/2022 9:59:50 PM,"1101","24.3","46","1006"
16/07/2022 10:00:50 PM,"1072","24.4","47","1006"
16/07/2022 10:01:50 PM,"1072","24.4","47","1006"
16/07/2022 10:02:50 PM,"1072","24.4","47","1006"
16/07/2022 10:03:50 PM,"1072","24.4","47","1006"
16/07/2022 10:04:50 PM,"1072","24.4","47","1006"
16/07/2022 10:05:50 PM,"1054","24.3","46","1006"
16/07/2022 10:06:50 PM,"1054","24.3","46","1006"
16/07/2022 10:07:50 PM,"1054","24.3","46","1006"
16/07/2022 10:08:50 PM,"1054","24.3","46","1006"
16/07/2022 10:09:50 PM,"1054","24.3","46","1006"
16/07/2022 10:10:50 PM,"1032","23.7","46","1006"
16/07/2022 10:11:50 PM,"1032","23.7","46","1006"
16/07/2022 10:12:50 PM,"1032","23.7","46","1006"
16/07/2022 10:13:50 PM,"1032","23.7","46","1006"
16/07/2022 10:14:50 PM,"1032","23.7","46","1006"
16/07/2022 10:15:50 PM,"1021","23.7","46","1006"
16/07/2022 10:16:50 PM,"1021","23.7","46","1006"
16/07/2022 10:17:50 PM,"1021","23.7","46","1006"
16/07/2022 10:18:50 PM,"1021","23.7","46","1006"
16/07/2022 10:19:50 PM,"1021","23.7","46","1006"
16/07/2022 10:20:50 PM,"1044","23.9","47","1006"
16/07/2022 10:21:50 PM,"1044","23.9","47","1006"
16/07/2022 10:22:50 PM,"1044","23.9","47","1006"
16/07/2022 10:23:50 PM,"1044","23.9","47","1006"
16/07/2022 10:24:50 PM,"1044","23.9","47","1006"
16/07/2022 10:25:50 PM,"1030","24.0","47","1006"
16/07/2022 10:26:50 PM,"1030","24.0","47","1006"
16/07/2022 10:27:50 PM,"1030","24.0","47","1006"
16/07/2022 10:28:50 PM,"1030","24.0","47","1006"
16/07/2022 10:29:50 PM,"1030","24.0","47","1006"
16/07/2022 10:30:50 PM,"1032","24.1","47","1006"
16/07/2022 10:31:50 PM,"1032","24.1","47","1006"
16/07/2022 10:32:50 PM,"1032","24.1","47","1006"
16/07/2022 10:33:50 PM,"1032","24.1","47","1006"
16/07/2022 10:34:50 PM,"1032","24.1","47","1006"
16/07/2022 10:35:50 PM,"1032","24.1","47","1006"
16/07/2022 10:36:50 PM,"1032","24.1","47","1006"
16/07/2022 10:37:50 PM,"1032","24.1","47","1006"
16/07/2022 10:38:50 PM,"1032","24.1","47","1006"
16/07/2022 10:39:50 PM,"1032","24.1","47","1006"
16/07/2022 10:40:50 PM,"1050","24.2","47","1006"
16/07/2022 10:41:50 PM,"1050","24.2","47","1006"
16/07/2022 10:42:50 PM,"1050","24.2","47","1006"
16/07/2022 10:43:50 PM,"1050","24.2","47","1006"
16/07/2022 10:44:50 PM,"1050","24.2","47","1006"
16/07/2022 10:45:50 PM,"1045","24.2","47","1006"
16/07/2022 10:46:50 PM,"1045","24.2","47","1006"
16/07/2022 10:47:50 PM,"1045","24.2","47","1006"
16/07/2022 10:48:50 PM,"1045","24.2","47","1006"
16/07/2022 10:49:50 PM,"1045","24.2","47","1006"
16/07/2022 10:50:50 PM,"1025","24.1","46","1006"
16/07/2022 10:51:50 PM,"1025","24.1","46","1006"
16/07/2022 10:52:50 PM,"1025","24.1","46","1006"
16/07/2022 10:53:50 PM,"1025","24.1","46","1006"
16/07/2022 10:54:50 PM,"1025","24.1","46","1006"
16/07/2022 10:55:50 PM,"1016","23.5","46","1006"
16/07/2022 10:56:50 PM,"1016","23.5","46","1006"
16/07/2022 10:57:50 PM,"1016","23.5","46","1006"
16/07/2022 10:58:50 PM,"1016","23.5","46","1006"
16/07/2022 10:59:50 PM,"1016","23.5","46","1006"
16/07/2022 11:00:50 PM,"1029","23.5","47","1006"
16/07/2022 11:01:50 PM,"1029","23.5","47","1006"
16/07/2022 11:02:50 PM,"1029","23.5","47","1006"
16/07/2022 11:03:50 PM,"1029","23.5","47","1006"
16/07/2022 11:04:50 PM,"1029","23.5","47","1006"
16/07/2022 11:05:50 PM,"1026","23.7","48","1006"
16/07/2022 11:06:50 PM,"1026","23.7","48","1006"
16/07/2022 11:07:50 PM,"1026","23.7","48","1006"
16/07/2022 11:08:50 PM,"1026","23.7","48","1006"
16/07/2022 11:09:50 PM,"1026","23.7","48","1006"
16/07/2022 11:10:50 PM,"1089","23.9","50","1006"
16/07/2022 11:11:50 PM,"1089","23.9","50","1006"
16/07/2022 11:12:50 PM,"1089","23.9","50","1006"
16/07/2022 11:13:50 PM,"1089","23.9","50","1006"
16/07/2022 11:14:50 PM,"1089","23.9","50","1006"
16/07/2022 11:15:50 PM,"1110","24.0","50","1006"
16/07/2022 11:16:50 PM,"1110","24.0","50","1006"
16/07/2022 11:17:50 PM,"1110","24.0","50","1006"
16/07/2022 11:18:50 PM,"1110","24.0","50","1006"
16/07/2022 11:19:50 PM,"1110","24.0","50","1006"
16/07/2022 11:20:50 PM,"1076","24.1","51","1006"
16/07/2022 11:21:50 PM,"1076","24.1","51","1006"
16/07/2022 11:22:50 PM,"1076","24.1","51","1006"
16/07/2022 11:23:50 PM,"1076","24.1","51","1006"
16/07/2022 11:24:50 PM,"1076","24.1","51","1006"
16/07/2022 11:25:50 PM,"1087","24.0","49","1006"
16/07/2022 11:26:50 PM,"1087","24.0","49","1006"
16/07/2022 11:27:50 PM,"1087","24.0","49","1006"
16/07/2022 11:28:50 PM,"1087","24.0","49","1006"
16/07/2022 11:29:50 PM,"1087","24.0","49","1006"
16/07/2022 11:30:50 PM,"1068","23.4","48","1006"
16/07/2022 11:31:50 PM,"1068","23.4","48","1006"
16/07/2022 11:32:50 PM,"1068","23.4","48","1006"
16/07/2022 11:33:50 PM,"1068","23.4","48","1006"
16/07/2022 11:34:50 PM,"1068","23.4","48","1006"
16/07/2022 11:35:50 PM,"1079","23.3","49","1006"
16/07/2022 11:36:50 PM,"1079","23.3","49","1006"
16/07/2022 11:37:50 PM,"1079","23.3","49","1006"
16/07/2022 11:38:50 PM,"1079","23.3","49","1006"
16/07/2022 11:39:50 PM,"1079","23.3","49","1006"
16/07/2022 11:40:50 PM,"1094","23.5","49","1006"
16/07/2022 11:41:50 PM,"1094","23.5","49","1006"
16/07/2022 11:42:50 PM,"1094","23.5","49","1006"
16/07/2022 11:43:50 PM,"1094","23.5","49","1006"
16/07/2022 11:44:50 PM,"1094","23.5","49","1006"
16/07/2022 11:45:50 PM,"1180","23.7","49","1006"
16/07/2022 11:46:50 PM,"1180","23.7","49","1006"
16/07/2022 11:47:50 PM,"1180","23.7","49","1006"
16/07/2022 11:48:50 PM,"1180","23.7","49","1006"
16/07/2022 11:49:50 PM,"1180","23.7","49","1006"
16/07/2022 11:50:50 PM,"1201","23.8","49","1007"
16/07/2022 11:51:50 PM,"1201","23.8","49","1007"
16/07/2022 11:52:50 PM,"1201","23.8","49","1007"
16/07/2022 11:53:50 PM,"1201","23.8","49","1007"
16/07/2022 11:54:50 PM,"1201","23.8","49","1007"
16/07/2022 11:55:50 PM,"1113","23.7","47","1006"
16/07/2022 11:56:50 PM,"1113","23.7","47","1006"
16/07/2022 11:57:50 PM,"1113","23.7","47","1006"
16/07/2022 11:58:50 PM,"1113","23.7","47","1006"
16/07/2022 11:59:50 PM,"1113","23.7","47","1006"
17/07/2022 12:00:50 AM,"1067","23.1","46","1007"
17/07/2022 12:01:50 AM,"1067","23.1","46","1007"
17/07/2022 12:02:50 AM,"1067","23.1","46","1007"
17/07/2022 12:03:50 AM,"1067","23.1","46","1007"
17/07/2022 12:04:50 AM,"1067","23.1","46","1007"
17/07/2022 12:05:50 AM,"1057","23.0","47","1006"
17/07/2022 12:06:50 AM,"1057","23.0","47","1006"
17/07/2022 12:07:50 AM,"1057","23.0","47","1006"
17/07/2022 12:08:50 AM,"1057","23.0","47","1006"
17/07/2022 12:09:50 AM,"1057","23.0","47","1006"
17/07/2022 12:10:50 AM,"1094","23.3","47","1006"
17/07/2022 12:11:50 AM,"1094","23.3","47","1006"
17/07/2022 12:12:50 AM,"1094","23.3","47","1006"
17/07/2022 12:13:50 AM,"1094","23.3","47","1006"
17/07/2022 12:14:50 AM,"1094","23.3","47","1006"
17/07/2022 12:15:50 AM,"1166","23.5","47","1006"
17/07/2022 12:16:50 AM,"1166","23.5","47","1006"
17/07/2022 12:17:50 AM,"1166","23.5","47","1006"
17/07/2022 12:18:50 AM,"1166","23.5","47","1006"
17/07/2022 12:19:50 AM,"1166","23.5","47","1006"
17/07/2022 12:20:50 AM,"1206","23.6","47","1006"
17/07/2022 12:21:50 AM,"1206","23.6","47","1006"
17/07/2022 12:22:50 AM,"1206","23.6","47","1006"
17/07/2022 12:23:50 AM,"1206","23.6","47","1006"
17/07/2022 12:24:50 AM,"1206","23.6","47","1006"
17/07/2022 12:25:50 AM,"1190","23.8","47","1006"
17/07/2022 12:26:50 AM,"1190","23.8","47","1006"
17/07/2022 12:27:50 AM,"1190","23.8","47","1006"
17/07/2022 12:28:50 AM,"1190","23.8","47","1006"
17/07/2022 12:29:50 AM,"1190","23.8","47","1006"
17/07/2022 12:30:50 AM,"1235","23.9","47","1006"
17/07/2022 12:31:50 AM,"1235","23.9","47","1006"
17/07/2022 12:32:50 AM,"1235","23.9","47","1006"
17/07/2022 12:33:50 AM,"1235","23.9","47","1006"
17/07/2022 12:34:50 AM,"1235","23.9","47","1006"
17/07/2022 12:35:50 AM,"1145","23.6","46","1006"
17/07/2022 12:36:50 AM,"1145","23.6","46","1006"
17/07/2022 12:37:50 AM,"1145","23.6","46","1006"
17/07/2022 12:38:50 AM,"1145","23.6","46","1006"
17/07/2022 12:39:50 AM,"1145","23.6","46","1006"
17/07/2022 12:40:50 AM,"1132","23.3","46","1006"
17/07/2022 12:41:50 AM,"1132","23.3","46","1006"
17/07/2022 12:42:50 AM,"1132","23.3","46","1006"
17/07/2022 12:43:50 AM,"1132","23.3","46","1006"
17/07/2022 12:44:50 AM,"1132","23.3","46","1006"
17/07/2022 12:45:50 AM,"1222","23.5","47","1006"
17/07/2022 12:46:50 AM,"1222","23.5","47","1006"
17/07/2022 12:47:50 AM,"1222","23.5","47","1006"
17/07/2022 12:48:50 AM,"1222","23.5","47","1006"
17/07/2022 12:49:50 AM,"1222","23.5","47","1006"
17/07/2022 12:50:50 AM,"1214","23.7","47","1007"
17/07/2022 12:51:50 AM,"1214","23.7","47","1007"
17/07/2022 12:52:50 AM,"1214","23.7","47","1007"
17/07/2022 12:53:50 AM,"1214","23.7","47","1007"
17/07/2022 12:54:50 AM,"1214","23.7","47","1007"
17/07/2022 12:55:50 AM,"1148","23.8","47","1007"
17/07/2022 12:56:50 AM,"1148","23.8","47","1007"
17/07/2022 12:57:50 AM,"1148","23.8","47","1007"
17/07/2022 12:58:50 AM,"1148","23.8","47","1007"
17/07/2022 12:59:50 AM,"1148","23.8","47","1007"
17/07/2022 1:00:50 AM,"1141","23.9","47","1006"
17/07/2022 1:01:50 AM,"1141","23.9","47","1006"
17/07/2022 1:02:50 AM,"1141","23.9","47","1006"
17/07/2022 1:03:50 AM,"1141","23.9","47","1006"
17/07/2022 1:04:50 AM,"1141","23.9","47","1006"
17/07/2022 1:05:50 AM,"1126","24.0","47","1006"
17/07/2022 1:06:50 AM,"1126","24.0","47","1006"
17/07/2022 1:07:50 AM,"1126","24.0","47","1006"
17/07/2022 1:08:50 AM,"1126","24.0","47","1006"
17/07/2022 1:09:50 AM,"1126","24.0","47","1006"
17/07/2022 1:10:50 AM,"1160","24.0","46","1006"
17/07/2022 1:11:50 AM,"1160","24.0","46","1006"
17/07/2022 1:12:50 AM,"1160","24.0","46","1006"
17/07/2022 1:13:50 AM,"1160","24.0","46","1006"
17/07/2022 1:14:50 AM,"1160","24.0","46","1006"
17/07/2022 1:15:50 AM,"1103","23.6","45","1006"
17/07/2022 1:16:50 AM,"1103","23.6","45","1006"
17/07/2022 1:17:50 AM,"1103","23.6","45","1006"
17/07/2022 1:18:50 AM,"1103","23.6","45","1006"
17/07/2022 1:19:50 AM,"1103","23.6","45","1006"
17/07/2022 1:20:50 AM,"1105","23.4","46","1006"
17/07/2022 1:21:50 AM,"1105","23.4","46","1006"
17/07/2022 1:22:50 AM,"1105","23.4","46","1006"
17/07/2022 1:23:50 AM,"1105","23.4","46","1006"
17/07/2022 1:24:50 AM,"1105","23.4","46","1006"
17/07/2022 1:25:50 AM,"1179","23.6","46","1007"
17/07/2022 1:26:50 AM,"1179","23.6","46","1007"
17/07/2022 1:27:50 AM,"1179","23.6","46","1007"
17/07/2022 1:28:50 AM,"1179","23.6","46","1007"
17/07/2022 1:29:50 AM,"1179","23.6","46","1007"
17/07/2022 1:30:50 AM,"1197","23.8","46","1006"
17/07/2022 1:31:50 AM,"1197","23.8","46","1006"
17/07/2022 1:32:50 AM,"1197","23.8","46","1006"
17/07/2022 1:33:50 AM,"1197","23.8","46","1006"
17/07/2022 1:34:50 AM,"1197","23.8","46","1006"
17/07/2022 1:35:50 AM,"1152","23.9","46","1006"
17/07/2022 1:36:50 AM,"1152","23.9","46","1006"
17/07/2022 1:37:50 AM,"1152","23.9","46","1006"
17/07/2022 1:38:50 AM,"1152","23.9","46","1006"
17/07/2022 1:39:49 AM,"1152","23.9","46","1006"
17/07/2022 1:40:49 AM,"1139","24.0","46","1006"
17/07/2022 1:41:49 AM,"1139","24.0","46","1006"
17/07/2022 1:42:49 AM,"1139","24.0","46","1006"
17/07/2022 1:43:49 AM,"1139","24.0","46","1006"
17/07/2022 1:44:49 AM,"1139","24.0","46","1006"
17/07/2022 1:45:49 AM,"1106","24.0","46","1006"
17/07/2022 1:46:49 AM,"1106","24.0","46","1006"
17/07/2022 1:47:49 AM,"1106","24.0","46","1006"
17/07/2022 1:48:49 AM,"1106","24.0","46","1006"
17/07/2022 1:49:49 AM,"1106","24.0","46","1006"
17/07/2022 1:50:49 AM,"1144","24.1","46","1006"
17/07/2022 1:51:49 AM,"1144","24.1","46","1006"
17/07/2022 1:52:49 AM,"1144","24.1","46","1006"
17/07/2022 1:53:49 AM,"1144","24.1","46","1006"
17/07/2022 1:54:49 AM,"1144","24.1","46","1006"
17/07/2022 1:55:49 AM,"1109","24.0","45","1006"
17/07/2022 1:56:49 AM,"1109","24.0","45","1006"
17/07/2022 1:57:49 AM,"1109","24.0","45","1006"
17/07/2022 1:58:49 AM,"1109","24.0","45","1006"
17/07/2022 1:59:49 AM,"1109","24.0","45","1006"
17/07/2022 2:00:49 AM,"1102","23.4","45","1006"
17/07/2022 2:01:49 AM,"1102","23.4","45","1006"
17/07/2022 2:02:49 AM,"1102","23.4","45","1006"
17/07/2022 2:03:49 AM,"1102","23.4","45","1006"
17/07/2022 2:04:49 AM,"1102","23.4","45","1006"
17/07/2022 2:05:49 AM,"1102","23.5","46","1006"
17/07/2022 2:06:49 AM,"1102","23.5","46","1006"
17/07/2022 2:07:49 AM,"1102","23.5","46","1006"
17/07/2022 2:08:49 AM,"1102","23.5","46","1006"
17/07/2022 2:09:49 AM,"1102","23.5","46","1006"
17/07/2022 2:10:49 AM,"1138","23.8","46","1006"
17/07/2022 2:11:49 AM,"1138","23.8","46","1006"
17/07/2022 2:12:49 AM,"1138","23.8","46","1006"
17/07/2022 2:13:49 AM,"1138","23.8","46","1006"
17/07/2022 2:14:49 AM,"1138","23.8","46","1006"
17/07/2022 2:15:49 AM,"1045","23.9","46","1006"
17/07/2022 2:16:49 AM,"1045","23.9","46","1006"
17/07/2022 2:17:49 AM,"1045","23.9","46","1006"
17/07/2022 2:18:49 AM,"1045","23.9","46","1006"
17/07/2022 2:19:49 AM,"1045","23.9","46","1006"
17/07/2022 2:20:49 AM,"996","23.9","46","1006"
17/07/2022 2:21:49 AM,"996","23.9","46","1006"
17/07/2022 2:22:49 AM,"996","23.9","46","1006"
17/07/2022 2:23:49 AM,"996","23.9","46","1006"
17/07/2022 2:24:49 AM,"996","23.9","46","1006"
17/07/2022 2:25:49 AM,"1002","24.0","46","1006"
17/07/2022 2:26:49 AM,"1002","24.0","46","1006"
17/07/2022 2:27:49 AM,"1002","24.0","46","1006"
17/07/2022 2:28:49 AM,"1002","24.0","46","1006"
17/07/2022 2:29:49 AM,"1002","24.0","46","1006"
17/07/2022 2:30:49 AM,"1052","24.0","46","1006"
17/07/2022 2:31:49 AM,"1052","24.0","46","1006"
17/07/2022 2:32:49 AM,"1052","24.0","46","1006"
17/07/2022 2:33:49 AM,"1052","24.0","46","1006"
17/07/2022 2:34:49 AM,"1052","24.0","46","1006"
17/07/2022 2:35:49 AM,"1007","24.1","46","1006"
17/07/2022 2:36:49 AM,"1007","24.1","46","1006"
17/07/2022 2:37:49 AM,"1007","24.1","46","1006"
17/07/2022 2:38:49 AM,"1007","24.1","46","1006"
17/07/2022 2:39:49 AM,"1007","24.1","46","1006"
17/07/2022 2:40:49 AM,"1061","24.1","45","1006"
17/07/2022 2:41:49 AM,"1061","24.1","45","1006"
17/07/2022 2:42:49 AM,"1061","24.1","45","1006"
17/07/2022 2:43:49 AM,"1061","24.1","45","1006"
17/07/2022 2:44:49 AM,"1061","24.1","45","1006"
17/07/2022 2:45:49 AM,"1033","23.6","45","1006"
17/07/2022 2:46:49 AM,"1033","23.6","45","1006"
17/07/2022 2:47:49 AM,"1033","23.6","45","1006"
17/07/2022 2:48:49 AM,"1033","23.6","45","1006"
17/07/2022 2:49:49 AM,"1033","23.6","45","1006"
17/07/2022 2:50:49 AM,"1015","23.5","46","1006"
17/07/2022 2:51:49 AM,"1015","23.5","46","1006"
17/07/2022 2:52:49 AM,"1015","23.5","46","1006"
17/07/2022 2:53:49 AM,"1015","23.5","46","1006"
17/07/2022 2:54:49 AM,"1015","23.5","46","1006"
17/07/2022 2:55:49 AM,"987","23.7","46","1006"
17/07/2022 2:56:49 AM,"987","23.7","46","1006"
17/07/2022 2:57:49 AM,"987","23.7","46","1006"
17/07/2022 2:58:49 AM,"987","23.7","46","1006"
17/07/2022 2:59:49 AM,"987","23.7","46","1006"
17/07/2022 3:00:49 AM,"996","23.8","46","1006"
17/07/2022 3:01:49 AM,"996","23.8","46","1006"
17/07/2022 3:02:49 AM,"996","23.8","46","1006"
17/07/2022 3:03:49 AM,"996","23.8","46","1006"
17/07/2022 3:04:49 AM,"996","23.8","46","1006"
17/07/2022 3:05:49 AM,"998","23.8","46","1006"
17/07/2022 3:06:49 AM,"998","23.8","46","1006"
17/07/2022 3:07:49 AM,"998","23.8","46","1006"
17/07/2022 3:08:49 AM,"998","23.8","46","1006"
17/07/2022 3:09:49 AM,"998","23.8","46","1006"
17/07/2022 3:10:49 AM,"984","23.9","46","1006"
17/07/2022 3:11:49 AM,"984","23.9","46","1006"
17/07/2022 3:12:49 AM,"984","23.9","46","1006"
17/07/2022 3:13:49 AM,"984","23.9","46","1006"
17/07/2022 3:14:49 AM,"984","23.9","46","1006"
17/07/2022 3:15:49 AM,"996","23.9","46","1006"
17/07/2022 3:16:49 AM,"996","23.9","46","1006"
17/07/2022 3:17:49 AM,"996","23.9","46","1006"
17/07/2022 3:18:49 AM,"996","23.9","46","1006"
17/07/2022 3:19:49 AM,"996","23.9","46","1006"
17/07/2022 3:20:49 AM,"994","23.9","46","1006"
17/07/2022 3:21:49 AM,"994","23.9","46","1006"
17/07/2022 3:22:49 AM,"994","23.9","46","1006"
17/07/2022 3:23:49 AM,"994","23.9","46","1006"
17/07/2022 3:24:49 AM,"994","23.9","46","1006"
17/07/2022 3:25:49 AM,"1055","24.0","45","1006"
17/07/2022 3:26:49 AM,"1055","24.0","45","1006"
17/07/2022 3:27:49 AM,"1055","24.0","45","1006"
17/07/2022 3:28:49 AM,"1055","24.0","45","1006"
17/07/2022 3:29:49 AM,"1055","24.0","45","1006"
17/07/2022 3:30:49 AM,"1036","23.4","45","1006"
17/07/2022 3:31:49 AM,"1036","23.4","45","1006"
17/07/2022 3:32:49 AM,"1036","23.4","45","1006"
17/07/2022 3:33:49 AM,"1036","23.4","45","1006"
17/07/2022 3:34:49 AM,"1036","23.4","45","1006"
17/07/2022 3:35:49 AM,"1043","23.5","46","1006"
17/07/2022 3:36:49 AM,"1043","23.5","46","1006"
17/07/2022 3:37:49 AM,"1043","23.5","46","1006"
17/07/2022 3:38:49 AM,"1043","23.5","46","1006"
17/07/2022 3:39:49 AM,"1043","23.5","46","1006"
17/07/2022 3:40:49 AM,"1031","23.6","46","1006"
17/07/2022 3:41:49 AM,"1031","23.6","46","1006"
17/07/2022 3:42:49 AM,"1031","23.6","46","1006"
17/07/2022 3:43:49 AM,"1031","23.6","46","1006"
17/07/2022 3:44:49 AM,"1031","23.6","46","1006"
17/07/2022 3:45:49 AM,"1001","23.7","46","1006"
17/07/2022 3:46:49 AM,"1001","23.7","46","1006"
17/07/2022 3:47:49 AM,"1001","23.7","46","1006"
17/07/2022 3:48:49 AM,"1001","23.7","46","1006"
17/07/2022 3:49:49 AM,"1001","23.7","46","1006"
